PixelInputFile = Run1078_CMSTiming_converted.root
TOFPETEventFileName = TOFPET_Events_Run1078.root
DRSFileName = RawDataSaver0CMSVMETiming_Run1078_0_Raw.dat
outFileName = out_1078.root
BYTE order test
89abcdef
ef -----
cd -----
ab -----
89 -----
3020100
0 -----
1 -----
2 -----
3 -----
0
Trigger:	 0 	 23673042252575 	 0 	 0 	 0	0	
Trigger:	 1 	 25534915497343 	 1.86187 	 0 	 1.86187	1.86187	
Trigger:	 2 	 33221509848418 	 9.54847 	 0 	 7.68659	9.54847	
Trigger:	 3 	 41055543856390 	 17.3825 	 0 	 7.83403	17.3825	
Trigger:	 4 	 45916369565512 	 22.2433 	 0 	 4.86083	22.2433	
Trigger:	 5 	 52401424862309 	 28.7284 	 0 	 6.48506	28.7284	
Trigger:	 6 	 55170202104982 	 31.4972 	 0 	 2.76878	31.4972	
Trigger:	 7 	 55172608841161 	 31.4996 	 0.00240674 	 0.00240674	31.4972	
Trigger:	 8 	 55178243507152 	 31.5052 	 0.0080414 	 0.00563467	31.4972	
Trigger:	 9 	 55209590856453 	 31.5365 	 0.0393888 	 0.0313473	31.4972	
Trigger:	 10 	 55216201336313 	 31.5432 	 0.0459992 	 0.00661048	31.4972	
Trigger:	 11 	 55218095113719 	 31.5451 	 0.047893 	 0.00189378	31.4972	
Trigger:	 12 	 55224716099902 	 31.5517 	 0.054514 	 0.00662099	31.4972	
Trigger:	 13 	 55230983063529 	 31.5579 	 0.060781 	 0.00626696	31.4972	
Trigger:	 14 	 55232178806046 	 31.5591 	 0.0619767 	 0.00119574	31.4972	
Trigger:	 15 	 55232810386924 	 31.5598 	 0.0626083 	 0.000631581	31.4972	
Trigger:	 16 	 55235356737216 	 31.5623 	 0.0651546 	 0.00254635	31.4972	
Trigger:	 17 	 55243373529562 	 31.5703 	 0.0731714 	 0.00801679	31.4972	
Trigger:	 18 	 55245477971809 	 31.5724 	 0.0752759 	 0.00210444	31.4972	
Trigger:	 19 	 55249165456775 	 31.5761 	 0.0789634 	 0.00368748	31.4972	
Trigger:	 20 	 55253671287956 	 31.5806 	 0.0834692 	 0.00450583	31.4972	
Trigger:	 21 	 55259108132957 	 31.5861 	 0.088906 	 0.00543685	31.4972	
Trigger:	 22 	 55269327815665 	 31.5963 	 0.0991257 	 0.0102197	31.4972	
Trigger:	 23 	 55272030167614 	 31.599 	 0.101828 	 0.00270235	31.4972	
Trigger:	 24 	 55275119008224 	 31.6021 	 0.104917 	 0.00308884	31.4972	
Trigger:	 25 	 55276813698974 	 31.6038 	 0.106612 	 0.00169469	31.4972	
Trigger:	 26 	 55281752160246 	 31.6087 	 0.11155 	 0.00493846	31.4972	
Trigger:	 27 	 55285816493070 	 31.6128 	 0.115614 	 0.00406433	31.4972	
Trigger:	 28 	 55288273492293 	 31.6152 	 0.118071 	 0.002457	31.4972	
Trigger:	 29 	 55292835780626 	 31.6198 	 0.122634 	 0.00456229	31.4972	
Trigger:	 30 	 55299811189559 	 31.6268 	 0.129609 	 0.00697541	31.4972	
Trigger:	 31 	 55304595421008 	 31.6316 	 0.134393 	 0.00478423	31.4972	
Trigger:	 32 	 55313729582064 	 31.6407 	 0.143527 	 0.00913416	31.4972	
Trigger:	 33 	 55315877712268 	 31.6428 	 0.145676 	 0.00214813	31.4972	
Trigger:	 34 	 55319066979024 	 31.646 	 0.148865 	 0.00318927	31.4972	
Trigger:	 35 	 55322864890055 	 31.6498 	 0.152663 	 0.00379791	31.4972	
Trigger:	 36 	 55324748045440 	 31.6517 	 0.154546 	 0.00188316	31.4972	
Trigger:	 37 	 55328954782868 	 31.6559 	 0.158753 	 0.00420674	31.4972	
Trigger:	 38 	 55331423832271 	 31.6584 	 0.161222 	 0.00246905	31.4972	
Trigger:	 39 	 55341444828261 	 31.6684 	 0.171243 	 0.010021	31.4972	
Trigger:	 40 	 55343493869699 	 31.6705 	 0.173292 	 0.00204904	31.4972	
Trigger:	 41 	 55354931853364 	 31.6819 	 0.18473 	 0.011438	31.4972	
Trigger:	 42 	 55358164526927 	 31.6851 	 0.187962 	 0.00323267	31.4972	
Trigger:	 43 	 55369293682191 	 31.6963 	 0.199092 	 0.0111292	31.4972	
Trigger:	 44 	 55371485159715 	 31.6984 	 0.201283 	 0.00219148	31.4972	
Trigger:	 45 	 55374696367382 	 31.7017 	 0.204494 	 0.00321121	31.4972	
Trigger:	 46 	 55376988139597 	 31.7039 	 0.206786 	 0.00229177	31.4972	
Trigger:	 47 	 55386234555080 	 31.7132 	 0.216032 	 0.00924642	31.4972	
Trigger:	 48 	 55394738527919 	 31.7217 	 0.224536 	 0.00850397	31.4972	
Trigger:	 49 	 55400740438490 	 31.7277 	 0.230538 	 0.00600191	31.4972	
Trigger:	 50 	 55405525972944 	 31.7325 	 0.235324 	 0.00478553	31.4972	
Trigger:	 51 	 55408933870321 	 31.7359 	 0.238732 	 0.0034079	31.4972	
Trigger:	 52 	 55410350842458 	 31.7373 	 0.240149 	 0.00141697	31.4972	
Trigger:	 53 	 55412278195093 	 31.7392 	 0.242076 	 0.00192735	31.4972	
Trigger:	 54 	 55421235151165 	 31.7482 	 0.251033 	 0.00895696	31.4972	
Trigger:	 55 	 55424646232829 	 31.7516 	 0.254444 	 0.00341108	31.4972	
Trigger:	 56 	 55426650623914 	 31.7536 	 0.256449 	 0.00200439	31.4972	
Trigger:	 57 	 55432241392419 	 31.7592 	 0.262039 	 0.00559077	31.4972	
Trigger:	 58 	 55433990924410 	 31.7609 	 0.263789 	 0.00174953	31.4972	
Trigger:	 59 	 55437523110592 	 31.7645 	 0.267321 	 0.00353219	31.4972	
Trigger:	 60 	 55439959581505 	 31.7669 	 0.269757 	 0.00243647	31.4972	
Trigger:	 61 	 55443348006775 	 31.7703 	 0.273146 	 0.00338843	31.4972	
Trigger:	 62 	 55446504076317 	 31.7735 	 0.276302 	 0.00315607	31.4972	
Trigger:	 63 	 55451464381530 	 31.7784 	 0.281262 	 0.00496031	31.4972	
Trigger:	 64 	 55455106687693 	 31.7821 	 0.284905 	 0.00364231	31.4972	
Trigger:	 65 	 55465049798415 	 31.792 	 0.294848 	 0.00994311	31.4972	
Trigger:	 66 	 55468948607499 	 31.7959 	 0.298747 	 0.00389881	31.4972	
Trigger:	 67 	 55490141299639 	 31.8171 	 0.319939 	 0.0211927	31.4972	
Trigger:	 68 	 55492953940360 	 31.8199 	 0.322752 	 0.00281264	31.4972	
Trigger:	 69 	 55495455530652 	 31.8224 	 0.325253 	 0.00250159	31.4972	
Trigger:	 70 	 55503726866644 	 31.8307 	 0.333525 	 0.00827134	31.4972	
Trigger:	 71 	 55505199276771 	 31.8322 	 0.334997 	 0.00147241	31.4972	
Trigger:	 72 	 55508742573337 	 31.8357 	 0.33854 	 0.0035433	31.4972	
Trigger:	 73 	 55511013310131 	 31.838 	 0.340811 	 0.00227074	31.4972	
Trigger:	 74 	 55519206323304 	 31.8462 	 0.349004 	 0.00819301	31.4972	
Trigger:	 75 	 55520979130588 	 31.8479 	 0.350777 	 0.00177281	31.4972	
Trigger:	 76 	 55524500522880 	 31.8515 	 0.354298 	 0.00352139	31.4972	
Trigger:	 77 	 55531464822382 	 31.8584 	 0.361263 	 0.0069643	31.4972	
Trigger:	 78 	 55533656790440 	 31.8606 	 0.363455 	 0.00219197	31.4972	
Trigger:	 79 	 55536369742502 	 31.8633 	 0.366168 	 0.00271295	31.4972	
Trigger:	 80 	 55542636196699 	 31.8696 	 0.372434 	 0.00626645	31.4972	
Trigger:	 81 	 55545194862727 	 31.8722 	 0.374993 	 0.00255867	31.4972	
Trigger:	 82 	 55549900174444 	 31.8769 	 0.379698 	 0.00470531	31.4972	
Trigger:	 83 	 55551705447575 	 31.8787 	 0.381503 	 0.00180527	31.4972	
Trigger:	 84 	 55559832269394 	 31.8868 	 0.38963 	 0.00812682	31.4972	
Trigger:	 85 	 55561781125423 	 31.8887 	 0.391579 	 0.00194886	31.4972	
Trigger:	 86 	 55565303311568 	 31.8923 	 0.395101 	 0.00352219	31.4972	
Trigger:	 87 	 55572743869394 	 31.8997 	 0.402542 	 0.00744056	31.4972	
Trigger:	 88 	 55576973522868 	 31.9039 	 0.406771 	 0.00422965	31.4972	
Trigger:	 89 	 55578900141148 	 31.9059 	 0.408698 	 0.00192662	31.4972	
Trigger:	 90 	 55580693286160 	 31.9077 	 0.410491 	 0.00179315	31.4972	
Trigger:	 91 	 55584790084868 	 31.9117 	 0.414588 	 0.0040968	31.4972	
Trigger:	 92 	 55586861495398 	 31.9138 	 0.416659 	 0.00207141	31.4972	
Trigger:	 93 	 55589009269165 	 31.916 	 0.418807 	 0.00214777	31.4972	
